flag,gender,education,house_val,age,online,customer_psy,occupation,mortgage,region,car_prob,fam_income
Y,M,2. Some College,198533,3_<=35,Y,J,Professional,1Low,Midwest,1,H
N,M,3. Bach,2218,5_<=55,N,E,Sales/Service,1Low,South,8,F
N,M,1. HS,,1_Unk,Y,F,Blue Collar,1Low,Northeast,8,D
Y,M,1. HS,,7_>65,N,F,Retired,1Low,Midwest,4,A
N,F,. <HS,8383,1_Unk,Y,J,Sales/Service,1Low,Midwest,2,A
Y,F,. <HS,,2_<=25,N,A,Sales/Service,1Low,Northeast,4,E
Y,F,3. Bach,11871,5_<=55,Y,J,Professional,1Low,Midwest,2,D
N,F,2. Some College,349246,5_<=55,N,C,Sales/Service,1Low,South,1,G
Y,M,2. Some College,47749,4_<=45,Y,C,Professional,1Low,South,3,F
N,M,3. Bach,3215,4_<=45,Y,B,Professional,1Low,Midwest,1,J
N,M,3. Bach,1744,3_<=35,N,G,Blue Collar,1Low,Midwest,7,E
Y,F,3. Bach,87933,4_<=45,N,C,Professional,3High,South,1,H
Y,M,2. Some College,118346,2_<=25,Y,B,Others,1Low,Northeast,2,E
Y,M,,1552846,1_Unk,Y,B,Others,3High,South,1,L
Y,F,2. Some College,141198,2_<=25,N,D,Sales/Service,1Low,South,5,B
Y,F,3. Bach,866,5_<=55,Y,C,Professional,1Low,Midwest,1,L
N,M,4. Grad,763,4_<=45,N,E,Professional,1Low,Northeast,1,G
Y,M,2. Some College,56196,3_<=35,Y,C,Professional,1Low,West,1,H
Y,F,3. Bach,438725,1_Unk,Y,C,Sales/Service,2Med,West,1,E
Y,F,. <HS,,6_<=65,Y,H,Others,1Low,Northeast,8,B
N,M,3. Bach,1538894,7_>65,Y,B,Retired,3High,West,1,L
Y,F,. <HS,596848,1_Unk,Y,B,Professional,3High,South,1,H
Y,M,3. Bach,29757,4_<=45,Y,C,Professional,1Low,Northeast,1,H
Y,M,4. Grad,,3_<=35,Y,A,Sales/Service,1Low,Northeast,8,D
Y,M,3. Bach,521565,6_<=65,Y,H,Professional,1Low,West,1,G
N,M,,,4_<=45,N,G,Blue Collar,1Low,South,9,E
N,F,2. Some College,,3_<=35,N,G,Sales/Service,1Low,South,6,B
Y,F,2. Some College,1922,2_<=25,N,C,Sales/Service,2Med,South,2,J
N,F,1. HS,,1_Unk,Y,G,Blue Collar,1Low,Midwest,7,A
N,M,1. HS,6448,3_<=35,N,G,Blue Collar,1Low,South,8,A
Y,M,1. HS,251626,5_<=55,N,E,Sales/Service,1Low,South,3,G
Y,M,1. HS,1114416,5_<=55,Y,C,Professional,3High,West,1,H
Y,U,1. HS,,1_Unk,Y,A,Sales/Service,1Low,West,9,B
Y,F,1. HS,119527,5_<=55,N,F,Sales/Service,1Low,South,2,D
Y,F,3. Bach,252918,4_<=45,Y,C,Professional,3High,South,2,E
N,F,1. HS,223493,7_>65,Y,D,Retired,1Low,South,1,B
N,F,3. Bach,,7_>65,N,E,Retired,1Low,West,3,F
Y,M,. <HS,82469,4_<=45,N,I,Blue Collar,1Low,Midwest,4,F
Y,M,2. Some College,269186,6_<=65,N,B,Professional,1Low,Northeast,2,G
Y,M,1. HS,96438,4_<=45,Y,F,Blue Collar,1Low,South,3,E
Y,M,3. Bach,429732,3_<=35,Y,C,Professional,1Low,West,3,J
Y,F,1. HS,29979,6_<=65,Y,E,Professional,1Low,South,2,D
Y,M,3. Bach,,5_<=55,N,A,Sales/Service,1Low,West,4,C
Y,F,2. Some College,,5_<=55,N,G,Sales/Service,1Low,South,8,D
N,M,4. Grad,198816,5_<=55,N,B,Professional,1Low,Midwest,1,F
N,M,3. Bach,3918,4_<=45,Y,E,Blue Collar,3High,Northeast,3,F
N,M,2. Some College,21582,1_Unk,Y,H,Sales/Service,1Low,South,2,E
Y,M,3. Bach,36852,4_<=45,Y,C,Professional,3High,Midwest,1,K
N,F,1. HS,14434,4_<=45,N,G,Others,1Low,Northeast,5,A
Y,M,3. Bach,72446,5_<=55,Y,B,Professional,3High,West,3,B
Y,M,4. Grad,132729,4_<=45,Y,C,Sales/Service,1Low,Midwest,3,G
Y,M,3. Bach,482325,5_<=55,N,J,Sales/Service,1Low,South,3,C
N,M,3. Bach,1417,1_Unk,N,G,Sales/Service,1Low,Midwest,7,D
Y,M,3. Bach,352,3_<=35,Y,C,Professional,3High,South,2,E
Y,M,2. Some College,494511,5_<=55,Y,C,Professional,2Med,West,1,L
Y,M,1. HS,242389,1_Unk,Y,C,Sales/Service,2Med,South,1,F
Y,M,1. HS,522546,6_<=65,Y,B,Professional,2Med,West,2,H
N,F,1. HS,54412,5_<=55,N,I,Blue Collar,1Low,South,7,A
N,F,4. Grad,138866,3_<=35,Y,E,Blue Collar,1Low,South,4,E
N,F,1. HS,1635,1_Unk,N,E,Blue Collar,1Low,Midwest,1,F
Y,M,1. HS,249392,5_<=55,Y,E,Blue Collar,1Low,West,5,D
Y,F,3. Bach,824585,5_<=55,Y,B,Professional,1Low,West,1,J
Y,M,1. HS,258657,7_>65,N,C,Retired,1Low,West,2,F
N,F,1. HS,14279,3_<=35,Y,B,Sales/Service,1Low,Midwest,8,E
N,F,3. Bach,588425,1_Unk,N,C,Professional,1Low,Midwest,1,L
N,F,3. Bach,859377,7_>65,Y,B,Retired,2Med,South,1,E
Y,M,2. Some College,413792,5_<=55,Y,E,Professional,2Med,West,1,G
Y,F,2. Some College,61748,5_<=55,Y,C,Professional,1Low,Midwest,1,H
Y,M,3. Bach,22733,4_<=45,Y,I,Professional,1Low,West,1,D
N,F,4. Grad,,7_>65,Y,E,Retired,1Low,Northeast,3,C
Y,M,1. HS,,3_<=35,Y,B,Sales/Service,1Low,Northeast,6,F
Y,F,4. Grad,,5_<=55,Y,C,Professional,1Low,West,1,D
N,F,4. Grad,27468,6_<=65,Y,D,Professional,1Low,South,1,K
N,F,4. Grad,1962,7_>65,N,E,Professional,1Low,South,4,E
N,F,2. Some College,16959,2_<=25,Y,F,Sales/Service,1Low,Midwest,6,E
N,M,1. HS,14912,3_<=35,N,F,Blue Collar,1Low,South,3,E
N,M,. <HS,,1_Unk,N,F,Blue Collar,1Low,Midwest,8,E
Y,M,4. Grad,524222,5_<=55,Y,B,Professional,3High,South,2,J
N,F,1. HS,7638,2_<=25,N,J,Blue Collar,1Low,South,5,D
N,M,. <HS,,1_Unk,N,E,Blue Collar,1Low,West,9,B
Y,M,1. HS,,1_Unk,N,G,Blue Collar,1Low,West,9,D
Y,M,2. Some College,54234,4_<=45,Y,C,Sales/Service,3High,South,2,F
N,M,4. Grad,362316,5_<=55,Y,B,Professional,3High,South,1,E
Y,M,2. Some College,2128,4_<=45,Y,G,Professional,1Low,South,5,D
N,M,. <HS,27795,6_<=65,Y,C,Sales/Service,1Low,Northeast,3,F
N,F,1. HS,6867,6_<=65,N,I,Blue Collar,1Low,South,3,B
N,F,2. Some College,176776,7_>65,Y,J,Sales/Service,1Low,South,2,E
N,F,1. HS,39567,6_<=65,Y,D,Sales/Service,1Low,Northeast,3,D
Y,M,2. Some College,28173,1_Unk,Y,A,Professional,1Low,West,1,E
Y,M,4. Grad,37347,5_<=55,Y,B,Professional,1Low,Northeast,2,E
N,M,2. Some College,115976,5_<=55,Y,G,Professional,1Low,South,8,E
Y,M,4. Grad,23742,5_<=55,Y,E,Sales/Service,2Med,South,4,F
Y,M,4. Grad,,5_<=55,N,C,Professional,1Low,West,2,F
N,M,2. Some College,97991,4_<=45,N,G,Others,1Low,South,3,D
Y,M,3. Bach,358174,7_>65,Y,D,Retired,1Low,Northeast,1,F
N,F,1. HS,,6_<=65,Y,E,Professional,1Low,Northeast,9,E
Y,M,3. Bach,41923,4_<=45,Y,C,Blue Collar,1Low,Northeast,2,J
N,F,2. Some College,26946,7_>65,N,I,Retired,2Med,West,1,F
N,F,2. Some College,,4_<=45,N,F,Sales/Service,1Low,Midwest,5,F
N,M,3. Bach,,4_<=45,Y,I,Sales/Service,1Low,Northeast,7,D
N,F,. <HS,34662,4_<=45,Y,C,Professional,1Low,Northeast,1,I
N,M,. <HS,42266,4_<=45,N,G,Sales/Service,1Low,Midwest,9,D
N,M,1. HS,,5_<=55,N,J,Blue Collar,1Low,West,6,E
N,F,1. HS,,5_<=55,Y,U,Professional,1Low,South,,U
N,F,2. Some College,35425,6_<=65,N,D,Professional,1Low,South,6,G
Y,M,1. HS,143945,6_<=65,N,B,Others,1Low,Midwest,3,E
Y,M,1. HS,3472,3_<=35,N,F,Blue Collar,1Low,Northeast,3,E
N,M,4. Grad,,3_<=35,N,G,Professional,1Low,West,6,A
N,M,1. HS,,1_Unk,N,E,Blue Collar,1Low,Northeast,7,A
Y,M,4. Grad,2124,3_<=35,Y,C,Others,2Med,South,2,D
Y,M,3. Bach,2494,7_>65,Y,C,Retired,2Med,South,2,F
N,F,3. Bach,6931,4_<=45,Y,C,Professional,1Low,West,1,H
Y,M,2. Some College,28762,1_Unk,Y,C,Professional,3High,South,1,F
N,F,. <HS,,7_>65,Y,D,Professional,1Low,West,4,D
Y,M,3. Bach,568162,4_<=45,Y,C,Blue Collar,3High,West,1,F
Y,M,3. Bach,,7_>65,Y,D,Retired,1Low,Northeast,2,F
N,F,. <HS,143454,1_Unk,N,G,Others,1Low,West,3,E
N,M,4. Grad,5123,6_<=65,N,C,Professional,3High,Northeast,2,C
N,U,. <HS,,2_<=25,N,F,Blue Collar,1Low,South,4,A
Y,M,2. Some College,,3_<=35,N,B,Sales/Service,1Low,Northeast,6,K
Y,M,. <HS,18378,3_<=35,N,C,Sales/Service,2Med,South,2,F
N,M,,126549,2_<=25,N,F,Professional,1Low,Midwest,1,D
Y,F,3. Bach,,5_<=55,N,G,Professional,1Low,Midwest,9,D
N,F,1. HS,252226,1_Unk,Y,E,Professional,1Low,West,3,E
N,F,. <HS,248683,1_Unk,N,G,Sales/Service,1Low,South,9,C
N,F,2. Some College,226856,3_<=35,Y,E,Professional,1Low,South,6,E
N,F,3. Bach,1756,6_<=65,Y,B,Professional,3High,South,1,C
N,M,3. Bach,,4_<=45,N,G,Blue Collar,1Low,Northeast,3,D
Y,M,4. Grad,251136,4_<=45,Y,E,Professional,2Med,Midwest,3,I
N,M,. <HS,26969,1_Unk,N,B,Sales/Service,1Low,South,1,K
N,F,1. HS,86655,5_<=55,Y,I,Blue Collar,1Low,South,6,E
N,M,2. Some College,,2_<=25,N,G,Sales/Service,1Low,West,4,D
Y,F,3. Bach,,3_<=35,Y,E,Sales/Service,1Low,Midwest,3,D
Y,M,2. Some College,56244,3_<=35,Y,B,Professional,3High,West,1,I
Y,F,2. Some College,,5_<=55,Y,I,Sales/Service,1Low,Midwest,4,D
N,M,2. Some College,81946,1_Unk,N,E,Sales/Service,1Low,Midwest,2,D
N,M,. <HS,72397,6_<=65,N,F,Sales/Service,1Low,South,3,C
Y,M,4. Grad,,3_<=35,Y,I,Sales/Service,1Low,South,6,F
Y,F,2. Some College,2874,7_>65,Y,B,Retired,1Low,Northeast,1,L
N,F,2. Some College,286626,7_>65,Y,B,Retired,1Low,South,2,F
N,F,2. Some College,281812,1_Unk,Y,C,Sales/Service,1Low,South,4,H
N,F,1. HS,12839,3_<=35,N,F,Sales/Service,1Low,South,9,D
Y,M,2. Some College,257,5_<=55,Y,F,Blue Collar,1Low,West,5,G
N,F,4. Grad,478728,1_Unk,Y,D,Sales/Service,1Low,South,1,D
N,F,1. HS,76191,5_<=55,N,F,Sales/Service,1Low,South,9,B
N,M,1. HS,181386,5_<=55,Y,F,Blue Collar,1Low,Northeast,9,D
N,F,. <HS,14638,6_<=65,Y,D,Professional,1Low,South,8,A
N,F,2. Some College,85772,2_<=25,Y,F,Sales/Service,1Low,Northeast,2,A
Y,M,4. Grad,581225,5_<=55,Y,C,Professional,3High,South,1,L
Y,F,2. Some College,142833,6_<=65,Y,B,Sales/Service,1Low,Midwest,6,G
N,M,1. HS,,7_>65,Y,D,Retired,1Low,West,6,H
Y,F,2. Some College,424446,5_<=55,Y,B,Professional,1Low,Northeast,1,I
Y,F,1. HS,,6_<=65,N,J,Professional,1Low,Midwest,3,E
N,F,. <HS,9391,7_>65,N,D,Retired,1Low,South,5,A
Y,M,4. Grad,241184,5_<=55,Y,I,Professional,1Low,South,5,C
N,M,2. Some College,95647,3_<=35,N,F,Blue Collar,1Low,Midwest,3,A
Y,M,3. Bach,144277,4_<=45,Y,F,Professional,1Low,South,2,E
Y,M,3. Bach,27175,4_<=45,Y,C,Sales/Service,1Low,South,1,B
Y,M,2. Some College,473986,5_<=55,Y,E,Professional,2Med,Northeast,1,H
N,M,1. HS,1752,1_Unk,N,F,Blue Collar,1Low,South,9,B
N,F,3. Bach,4796,7_>65,Y,D,Retired,1Low,West,9,C
N,F,. <HS,1355,1_Unk,Y,J,Sales/Service,1Low,Midwest,6,D
N,M,. <HS,,3_<=35,N,G,Professional,1Low,West,9,D
N,M,2. Some College,163892,4_<=45,N,E,Blue Collar,2Med,Midwest,2,D
Y,F,2. Some College,363925,4_<=45,Y,B,Professional,3High,South,1,F
N,F,2. Some College,89434,1_Unk,N,A,Professional,1Low,West,2,H
N,F,2. Some College,286332,5_<=55,N,G,Sales/Service,1Low,Northeast,8,H
Y,F,4. Grad,184166,4_<=45,Y,C,Professional,2Med,South,2,H
Y,F,3. Bach,189333,6_<=65,Y,E,Sales/Service,1Low,South,6,E
N,M,1. HS,67165,6_<=65,Y,J,Blue Collar,1Low,South,4,B
N,F,,7521,1_Unk,Y,B,Professional,3High,South,1,L
N,M,2. Some College,,1_Unk,N,F,Sales/Service,1Low,South,8,B
Y,M,3. Bach,273426,7_>65,Y,D,Others,2Med,South,1,F
N,U,2. Some College,,2_<=25,N,E,Blue Collar,1Low,Midwest,6,D
N,F,2. Some College,155194,4_<=45,N,C,Blue Collar,1Low,Midwest,6,I
N,M,1. HS,,4_<=45,N,G,Blue Collar,1Low,Northeast,9,B
Y,F,2. Some College,451172,4_<=45,Y,B,Sales/Service,1Low,Northeast,1,G
Y,M,2. Some College,19365,2_<=25,Y,A,Professional,1Low,Midwest,2,H
N,M,3. Bach,31657,7_>65,Y,E,Retired,1Low,Northeast,3,E
Y,M,3. Bach,,5_<=55,Y,A,Sales/Service,1Low,South,2,K
N,F,2. Some College,,3_<=35,N,E,Blue Collar,1Low,West,5,C
N,M,4. Grad,577972,3_<=35,Y,B,Professional,3High,South,2,I
Y,F,. <HS,,1_Unk,Y,G,Sales/Service,1Low,West,9,A
Y,M,,11893,1_Unk,Y,F,Others,1Low,Northeast,3,E
Y,F,1. HS,1665,4_<=45,N,D,Sales/Service,1Low,Midwest,4,C
Y,M,3. Bach,477147,7_>65,Y,C,Retired,3High,South,1,F
Y,M,3. Bach,344,1_Unk,Y,B,Sales/Service,3High,South,1,H
N,F,1. HS,75864,5_<=55,N,G,Sales/Service,1Low,Northeast,3,A
Y,M,3. Bach,146975,7_>65,Y,J,Retired,1Low,South,2,E
N,F,2. Some College,8848,4_<=45,Y,F,Sales/Service,1Low,South,8,C
N,U,2. Some College,,1_Unk,N,G,Others,1Low,Midwest,9,D
Y,M,2. Some College,381282,6_<=65,Y,E,Sales/Service,2Med,South,3,F
N,F,1. HS,2685,5_<=55,Y,F,Blue Collar,1Low,South,7,C
N,M,1. HS,43517,2_<=25,N,B,Farm,1Low,Midwest,2,E
Y,M,2. Some College,511253,7_>65,Y,F,Retired,1Low,West,2,E
Y,M,2. Some College,361498,5_<=55,N,B,Sales/Service,3High,Midwest,1,E
N,U,1. HS,62627,5_<=55,Y,B,Sales/Service,1Low,South,1,H
Y,F,3. Bach,46623,5_<=55,Y,C,Professional,3High,South,1,H
Y,F,2. Some College,31719,6_<=65,Y,B,Professional,1Low,Northeast,2,I
Y,M,2. Some College,238632,5_<=55,N,C,Professional,2Med,South,1,F
N,M,2. Some College,9156,1_Unk,N,F,Sales/Service,1Low,Northeast,6,E
N,F,2. Some College,384879,3_<=35,Y,B,Professional,3High,South,2,K
N,M,2. Some College,24842,2_<=25,Y,B,Sales/Service,2Med,Midwest,3,G
Y,M,. <HS,34972,7_>65,N,D,Professional,2Med,Midwest,5,E
Y,M,. <HS,119485,1_Unk,Y,E,Sales/Service,1Low,South,4,D
N,M,2. Some College,,1_Unk,N,F,Sales/Service,1Low,Northeast,2,A
N,F,. <HS,63187,6_<=65,N,F,Blue Collar,1Low,West,8,C
N,M,2. Some College,257,4_<=45,Y,C,Blue Collar,2Med,Midwest,1,A
Y,M,2. Some College,16847,3_<=35,Y,F,Blue Collar,2Med,West,4,C
Y,F,4. Grad,453958,5_<=55,Y,B,Professional,1Low,South,2,J
N,U,4. Grad,,1_Unk,N,G,Sales/Service,1Low,Northeast,9,A
N,F,4. Grad,27337,2_<=25,N,I,Sales/Service,1Low,South,8,C
N,M,2. Some College,298224,4_<=45,N,C,Sales/Service,2Med,West,1,E
Y,M,2. Some College,,1_Unk,Y,C,Sales/Service,1Low,Midwest,5,E
N,F,2. Some College,158867,2_<=25,N,E,Blue Collar,1Low,South,2,E
N,M,2. Some College,8572,1_Unk,N,F,Blue Collar,1Low,South,9,E
N,F,1. HS,,1_Unk,Y,J,Sales/Service,1Low,Midwest,9,G
N,F,2. Some College,189333,3_<=35,Y,B,Professional,1Low,South,2,E
N,F,. <HS,,2_<=25,Y,F,Sales/Service,1Low,Northeast,5,D
Y,M,3. Bach,84463,4_<=45,N,E,Professional,3High,Northeast,1,C
Y,M,1. HS,231941,5_<=55,Y,C,Professional,2Med,South,4,G
N,M,. <HS,11514,3_<=35,N,F,Blue Collar,1Low,Northeast,2,D
Y,M,,134691,1_Unk,Y,B,Others,3High,Northeast,1,L
Y,F,2. Some College,28822,6_<=65,Y,F,Sales/Service,2Med,Northeast,2,G
Y,F,4. Grad,23637,3_<=35,Y,C,Sales/Service,2Med,West,5,E
N,F,2. Some College,42728,4_<=45,N,G,Sales/Service,1Low,South,9,B
N,F,4. Grad,812273,3_<=35,Y,B,Professional,3High,West,2,K
N,M,. <HS,4122,7_>65,N,E,Retired,1Low,Northeast,4,A
Y,M,3. Bach,89925,4_<=45,Y,C,Professional,3High,Midwest,1,K
N,M,1. HS,193369,5_<=55,N,E,Sales/Service,2Med,South,3,E
Y,M,3. Bach,543768,4_<=45,Y,B,Professional,2Med,South,1,H
Y,F,2. Some College,36789,3_<=35,Y,E,Sales/Service,1Low,West,2,E
N,F,3. Bach,691659,7_>65,Y,B,Retired,1Low,South,1,L
Y,M,1. HS,243179,6_<=65,Y,D,Blue Collar,1Low,Northeast,2,F
N,F,2. Some College,28194,3_<=35,Y,B,Sales/Service,1Low,Midwest,1,J
N,M,1. HS,162671,1_Unk,N,G,Blue Collar,1Low,Northeast,9,D
Y,M,4. Grad,464776,4_<=45,N,C,Professional,1Low,Midwest,1,L
Y,M,2. Some College,15792,1_Unk,N,F,Professional,1Low,Midwest,8,D
Y,F,1. HS,12199,5_<=55,Y,J,Blue Collar,1Low,Midwest,4,E
N,F,1. HS,,1_Unk,Y,F,Professional,1Low,Midwest,5,E
N,M,2. Some College,,4_<=45,N,E,Professional,1Low,West,5,E
Y,M,4. Grad,718484,6_<=65,Y,B,Professional,3High,South,1,L
N,M,4. Grad,11433,4_<=45,Y,D,Professional,1Low,Midwest,2,F
Y,M,4. Grad,275857,5_<=55,Y,E,Retired,1Low,South,2,F
Y,M,2. Some College,386514,1_Unk,Y,B,Professional,3High,West,1,L
N,M,2. Some College,23884,3_<=35,Y,I,Blue Collar,1Low,Midwest,6,C
N,M,2. Some College,26681,5_<=55,Y,A,Professional,1Low,South,1,E
N,F,2. Some College,,3_<=35,N,F,Sales/Service,1Low,Midwest,4,E
Y,M,2. Some College,269775,6_<=65,Y,B,Professional,1Low,South,3,F
Y,M,4. Grad,381249,3_<=35,Y,B,Professional,1Low,Midwest,2,F
N,F,1. HS,2326,3_<=35,Y,B,Blue Collar,1Low,Northeast,2,F
N,F,1. HS,,5_<=55,Y,F,Others,1Low,West,6,I
Y,M,3. Bach,4112,4_<=45,Y,C,Professional,2Med,Northeast,1,E
N,M,4. Grad,,1_Unk,Y,G,Sales/Service,1Low,Northeast,9,D
Y,M,2. Some College,,6_<=65,Y,E,Sales/Service,1Low,South,4,E
N,M,. <HS,139498,1_Unk,N,G,Sales/Service,1Low,South,5,D
Y,M,. <HS,,5_<=55,N,E,Sales/Service,1Low,West,8,E
Y,U,3. Bach,147814,3_<=35,Y,E,Sales/Service,1Low,South,3,E
Y,M,. <HS,37,1_Unk,N,G,Sales/Service,1Low,Northeast,2,D
Y,M,3. Bach,121652,5_<=55,N,C,Professional,1Low,West,1,F
Y,F,2. Some College,651133,5_<=55,N,B,Professional,3High,West,1,D
N,F,2. Some College,3248,4_<=45,N,J,Blue Collar,1Low,South,5,D
Y,M,3. Bach,278258,5_<=55,Y,B,Professional,2Med,South,2,F
Y,F,3. Bach,344322,6_<=65,Y,C,Professional,1Low,South,1,C
N,M,3. Bach,142833,6_<=65,Y,B,Professional,1Low,Midwest,2,H
N,M,1. HS,448,3_<=35,N,G,Blue Collar,1Low,South,6,D
N,M,2. Some College,111234,6_<=65,Y,I,Retired,1Low,South,2,D
Y,M,. <HS,115376,6_<=65,N,I,Sales/Service,1Low,Midwest,7,C
Y,F,2. Some College,232987,2_<=25,Y,D,Sales/Service,1Low,West,1,D
N,F,. <HS,49995,7_>65,N,G,Retired,1Low,South,9,B
Y,F,2. Some College,147615,6_<=65,Y,F,Blue Collar,1Low,South,3,A
Y,M,4. Grad,422811,5_<=55,Y,C,Sales/Service,3High,South,1,C
N,F,2. Some College,,7_>65,N,J,Retired,1Low,Northeast,4,D
N,M,3. Bach,,1_Unk,N,E,Blue Collar,1Low,South,9,D
N,U,1. HS,536345,7_>65,N,C,Retired,3High,Northeast,1,H
Y,M,1. HS,73378,5_<=55,Y,F,Blue Collar,1Low,Midwest,8,D
N,M,2. Some College,27972,3_<=35,Y,F,Blue Collar,2Med,West,8,E
Y,F,3. Bach,447531,5_<=55,Y,B,Professional,1Low,South,1,K
N,M,1. HS,174999,7_>65,N,F,Retired,1Low,West,4,F
N,F,3. Bach,262995,4_<=45,Y,A,Blue Collar,1Low,South,4,D
N,M,1. HS,167511,4_<=45,Y,E,Blue Collar,1Low,Midwest,4,F
Y,U,. <HS,179959,1_Unk,Y,E,Professional,1Low,West,4,J
Y,F,4. Grad,241914,6_<=65,Y,E,Professional,1Low,South,3,E
N,F,4. Grad,17348,5_<=55,Y,B,Sales/Service,1Low,Northeast,1,A
N,F,1. HS,11544,1_Unk,N,F,Sales/Service,1Low,South,9,D
N,F,2. Some College,27468,3_<=35,N,C,Professional,2Med,South,1,E
N,F,2. Some College,,6_<=65,N,I,Others,1Low,South,7,A
Y,M,2. Some College,111245,2_<=25,Y,E,Sales/Service,1Low,South,5,D
Y,M,3. Bach,,5_<=55,Y,J,Farm,1Low,West,3,D
Y,M,3. Bach,92293,1_Unk,Y,C,Professional,3High,South,1,I
N,F,2. Some College,76681,5_<=55,Y,H,Professional,1Low,South,3,C
Y,F,1. HS,281656,1_Unk,Y,E,Sales/Service,1Low,Northeast,3,F
Y,F,4. Grad,249465,4_<=45,N,C,Professional,2Med,South,2,F
N,U,4. Grad,,3_<=35,N,G,Professional,1Low,West,1,A
N,F,4. Grad,33519,2_<=25,Y,E,Professional,1Low,South,1,H
Y,M,2. Some College,272391,4_<=45,Y,B,Sales/Service,3High,South,2,F
N,F,1. HS,242455,1_Unk,Y,A,Professional,1Low,South,6,E
N,F,1. HS,,7_>65,N,D,Retired,1Low,Northeast,9,F
N,F,1. HS,14715,4_<=45,Y,B,Professional,1Low,West,1,D
N,M,1. HS,32373,1_Unk,N,C,Sales/Service,3High,West,8,F
Y,M,4. Grad,,4_<=45,Y,B,Sales/Service,1Low,Midwest,1,G
Y,M,3. Bach,229881,4_<=45,N,B,Sales/Service,3High,Northeast,1,L
N,M,4. Grad,39467,7_>65,Y,B,Retired,2Med,Northeast,1,I
Y,M,2. Some College,839736,4_<=45,Y,C,Blue Collar,3High,West,1,F
Y,M,3. Bach,1464,1_Unk,Y,E,Professional,1Low,Northeast,7,B
N,M,1. HS,73575,5_<=55,N,G,Blue Collar,1Low,Midwest,7,F
Y,M,,,1_Unk,Y,G,Blue Collar,1Low,West,9,C
Y,F,2. Some College,13753,7_>65,Y,D,Professional,1Low,Midwest,2,F
Y,M,2. Some College,666,2_<=25,Y,B,Professional,3High,Northeast,1,L
Y,M,2. Some College,25722,4_<=45,Y,F,Sales/Service,1Low,West,1,F
N,M,1. HS,97419,2_<=25,N,C,Blue Collar,1Low,South,7,E
N,M,1. HS,22211,5_<=55,Y,E,Blue Collar,1Low,West,8,E
N,M,1. HS,15147,6_<=65,Y,C,Sales/Service,1Low,South,1,E
Y,F,2. Some College,177855,3_<=35,N,E,Professional,1Low,West,2,D
N,F,. <HS,16688,7_>65,Y,I,Retired,1Low,West,9,E
N,F,3. Bach,3658,1_Unk,Y,C,Professional,2Med,West,5,F
Y,M,. <HS,177888,6_<=65,Y,I,Sales/Service,2Med,Northeast,4,D
N,F,. <HS,143732,5_<=55,N,E,Blue Collar,1Low,Midwest,3,E
N,F,. <HS,6977,1_Unk,N,G,Sales/Service,1Low,South,8,B
N,F,2. Some College,47436,1_Unk,N,I,Sales/Service,1Low,South,9,A
N,F,3. Bach,464677,1_Unk,Y,B,Sales/Service,1Low,Northeast,1,K
N,M,1. HS,229968,7_>65,Y,D,Retired,1Low,Midwest,3,A
N,M,4. Grad,,3_<=35,N,B,Others,1Low,Midwest,2,K
Y,M,3. Bach,387691,6_<=65,Y,B,Sales/Service,1Low,South,1,I
Y,M,4. Grad,572369,4_<=45,Y,C,Professional,3High,Midwest,1,K
N,F,3. Bach,2293,6_<=65,N,B,Sales/Service,2Med,West,7,E
Y,M,4. Grad,29243,7_>65,Y,D,Retired,2Med,South,1,G
N,F,3. Bach,84537,1_Unk,Y,I,Sales/Service,1Low,South,7,D
N,F,. <HS,,1_Unk,N,G,Sales/Service,1Low,Northeast,9,A
N,F,3. Bach,33754,6_<=65,Y,B,Others,2Med,South,1,I
N,M,1. HS,14915,4_<=45,Y,C,Blue Collar,1Low,South,1,E
Y,M,3. Bach,4896,3_<=35,Y,E,Professional,1Low,Northeast,3,E
Y,M,3. Bach,5559,5_<=55,Y,C,Professional,2Med,West,1,I
N,F,. <HS,,1_Unk,N,J,Professional,1Low,West,7,D
Y,F,3. Bach,287119,1_Unk,Y,A,Professional,1Low,South,1,F
Y,M,3. Bach,758116,6_<=65,Y,B,Professional,3High,South,1,I
Y,F,3. Bach,1155727,7_>65,Y,B,Retired,3High,Midwest,2,E
N,M,2. Some College,,1_Unk,Y,F,Sales/Service,1Low,South,7,F
Y,F,2. Some College,69324,5_<=55,Y,B,Professional,1Low,Northeast,1,D
N,F,2. Some College,149929,4_<=45,Y,C,Sales/Service,2Med,South,4,E
N,F,1. HS,148676,7_>65,Y,F,Retired,1Low,Northeast,3,I
N,M,4. Grad,14432,3_<=35,N,A,Sales/Service,1Low,West,2,D
Y,M,4. Grad,369117,6_<=65,Y,B,Professional,1Low,South,1,J
Y,M,4. Grad,53318,7_>65,Y,D,Sales/Service,1Low,South,6,E
Y,F,3. Bach,121971,6_<=65,Y,C,Sales/Service,2Med,Northeast,2,H
N,M,2. Some College,669369,5_<=55,Y,B,Sales/Service,1Low,West,1,H
N,M,1. HS,,1_Unk,N,F,Sales/Service,1Low,South,9,H
N,F,3. Bach,79853,2_<=25,Y,F,Sales/Service,1Low,South,3,D
Y,M,1. HS,,5_<=55,Y,E,Sales/Service,1Low,West,5,F
Y,M,2. Some College,1962,6_<=65,N,B,Professional,1Low,Northeast,1,A
N,F,1. HS,143945,7_>65,N,E,Retired,1Low,South,6,E
N,U,4. Grad,386535,4_<=45,N,C,Professional,1Low,South,1,L
